代码,名称,最新价,涨跌幅,市盈率-动态,市净率,总市值
688208,道通科技,37.55,2.32,26.19,8.05,25165386520.0
603177,德创环保,11.49,2.32,67.94,6.14,2368709460.0
603040,新坐标,77.77,2.32,37.42,7.52,10614585902.0
600198,大唐电信,8.39,2.32,-67.37,45.46,10937233709.0
688271,联影医疗,147.23,2.32,60.79,5.85,121340780573.0
688113,联测科技,40.81,2.31,24.82,2.73,2628064383.0
688523,航天环宇,23.02,2.31,134.95,5.62,9366377600.0
301092,争光股份,30.15,2.31,37.99,2.12,4056238813.0
600962,国投中鲁,21.26,2.31,111.14,5.93,5574584600.0
831167,鑫汇科,28.29,2.31,104.67,5.32,1414017401.0
300436,广生堂,111.15,2.31,-132.73,60.47,17702527050.0
600423,柳化股份,3.55,2.31,411.78,5.11,2835367342.0
000893,亚钾国际,37.6,2.31,20.32,2.77,34744324631.0
688020,方邦股份,67.7,2.31,-115.42,4.07,5507293450.0
002881,美格智能,49.82,2.3,77.73,8.04,13084047248.0
300520,科大国创,25.4,2.3,-57.97,4.06,7417587857.0
300413,芒果超媒,32.48,2.3,39.8,2.66,60761012071.0
300492,华图山鼎,79.56,2.3,36.75,37.36,15647944974.0
000701,厦门信达,5.77,2.3,-34.84,-7.1,3899407002.0
002095,生 意 宝,19.58,2.3,-351.29,5.61,4948257600.0
600593,大连圣亚,35.1,2.3,-142.18,34.17,4520880000.0
000926,福星股份,2.67,2.3,-3.23,0.48,4253215947.0
002882,金龙羽,32.15,2.29,104.31,6.7,13917735000.0
301266,宇邦新材,34.01,2.29,51.89,2.09,3736970948.0
001229,魅视科技,32.12,2.29,84.18,3.37,3212000000.0
600051,宁波联合,7.16,2.29,31.75,0.66,2225900800.0
600367,红星发展,16.97,2.29,36.9,2.36,5788991407.0
301368,丰立智能,75.18,2.29,1400.11,9.28,9029118000.0
688509,正元地信,4.46,2.29,-35.69,2.73,3434200000.0
870866,绿亨科技,9.4,2.29,51.85,2.25,1693935460.0
300743,天地数码,18.29,2.29,22.09,4.66,2766188727.0
002598,山东章鼓,12.04,2.29,49.4,3.05,3756944395.0
001209,洪兴股份,18.73,2.29,107.27,1.93,2463420546.0
833455,汇隆活塞,10.31,2.28,59.18,5.51,1829509500.0
300079,数码视讯,5.84,2.28,249.34,1.97,8328003882.0
301598,博科测试,68.31,2.28,41.96,4.38,4023269303.0
600237,铜峰电子,7.64,2.28,41.22,2.54,4818617944.0
002332,仙琚制药,9.89,2.28,15.87,1.63,9783236125.0
603010,万盛股份,10.32,2.28,115.57,1.69,6084451080.0
600037,歌华有线,8.12,2.27,-582.88,0.89,11301236418.0
600152,维科技术,6.77,2.27,-45.75,2.08,3581867369.0
600459,贵研铂业,15.77,2.27,18.45,1.62,11982158377.0
600053,九鼎投资,17.54,2.27,-79.96,2.95,7604305632.0
002144,宏达高科,12.64,2.27,27.28,1.06,2234278354.0
688228,开普云,191.96,2.27,1715.6,9.98,12960801350.0
688597,煜邦电力,8.1,2.27,56.58,3.39,2722081626.0
300484,蓝海华腾,22.56,2.27,56.83,6.98,4673617584.0
002910,庄园牧场,9.45,2.27,-33.39,1.74,1847846829.0
603711,香飘飘,13.15,2.26,-27.87,1.6,5429294415.0
000619,海螺新材,5.89,2.26,-44.8,1.02,2598484415.0
300970,华绿生物,14.01,2.26,-15.84,1.17,1701508896.0
002426,胜利精密,3.62,2.26,-145.22,5.04,12317505816.0
600481,双良节能,5.87,2.26,-9.22,2.76,10999021870.0
002072,凯瑞德,7.68,2.26,-69.18,91.02,2823782400.0
300557,理工光科,27.77,2.25,71.45,3.42,3358691136.0
002790,瑞尔特,7.28,2.25,29.44,1.45,3042110344.0
605186,健麾信息,20.48,2.25,277.13,2.59,2785280000.0
688355,明志科技,19.1,2.25,27.15,2.22,2367560975.0
002244,滨江集团,12.25,2.25,10.29,1.3,38115187653.0
838701,豪声电子,19.99,2.25,39.67,3.39,2742628000.0
600110,诺德股份,6.82,2.25,-81.69,2.1,11833933956.0
301339,通行宝,15.9,2.25,43.13,3.41,9227299788.0
603173,福斯达,50.08,2.25,15.95,4.45,8012800000.0
300672,国科微,96.74,2.25,521.95,5.16,21006188609.0
603690,至纯科技,30.43,2.25,148.46,2.33,11674306700.0
688670,金迪克,15.48,2.25,-24.05,1.54,1907136000.0
300234,开尔新材,5.45,2.25,118.05,2.39,2742282441.0
000729,燕京啤酒,12.25,2.25,15.65,2.2,34527106927.0
002866,传艺科技,19.18,2.24,65.86,2.71,5553036870.0
603662,柯力传感,77.25,2.24,62.76,7.63,21694107303.0
301580,爱迪特,44.78,2.24,25.92,2.35,4771959967.0
300171,东富龙,14.18,2.24,118.24,1.4,10859441607.0
300654,世纪天鸿,10.02,2.24,665.66,4.42,3668571017.0
600663,陆家嘴,8.67,2.24,26.77,1.75,43654782397.0
688522,纳睿雷达,43.27,2.24,115.11,5.77,13110619872.0
000677,恒天海龙,5.03,2.24,71.09,8.11,4345809078.0
300414,中光防雷,12.32,2.24,188.06,4.06,4016559821.0
603968,醋化股份,11.86,2.24,464.82,1.32,2425132800.0
688695,中创股份,29.67,2.24,-158.57,3.19,2523474385.0
603139,康惠制药,22.38,2.24,-27.8,2.74,2235314400.0
301171,易点天下,32.35,2.24,53.18,4.23,15265509027.0
001201,东瑞股份,16.4,2.24,636.55,1.25,4227657616.0
002655,共达电声,14.12,2.24,59.0,7.18,5083200000.0
002415,海康威视,30.97,2.24,25.09,3.61,283836071904.0
300226,上海钢联,26.08,2.23,35.08,3.95,8312254686.0
300419,ST浩丰,6.87,2.23,-178.93,5.74,2526468400.0
873806,云星宇,14.64,2.23,82.66,2.95,4402784805.0
300972,万辰集团,172.18,2.23,34.25,18.78,32303561375.0
600980,北矿科技,23.33,2.23,40.65,3.09,4415518062.0
301207,华兰疫苗,17.42,2.23,251.71,1.77,10469899050.0
301106,骏成科技,31.6,2.23,29.64,2.58,3211234186.0
688648,中邮科技,67.18,2.22,6.58,4.06,9136480000.0
000897,津滨发展,2.3,2.22,860.41,1.22,3719726138.0
688132,邦彦技术,18.84,2.22,-24.03,2.05,2867922843.0
600348,华阳股份,7.83,2.22,18.05,1.04,28246725000.0
301036,双乐股份,35.5,2.22,39.65,2.15,3550000000.0
688229,博睿数据,64.45,2.22,-54.63,7.26,2861580000.0
600605,汇通能源,35.45,2.22,177.31,5.16,7312712108.0
834021,流金科技,6.92,2.22,922.05,3.35,2138279882.0
833075,柏星龙,30.36,2.22,46.94,4.95,1967783400.0
603067,振华股份,17.99,2.22,21.46,3.8,12786577383.0
603638,艾迪精密,18.92,2.22,37.98,4.61,15724192869.0
000663,永安林业,6.45,2.22,-61.63,2.16,2171611342.0
603238,诺邦股份,19.82,2.22,26.93,2.49,3518228380.0
603312,西典新能,46.06,2.22,26.77,4.36,7443296000.0
600533,栖霞建设,2.78,2.21,22.05,0.87,2919000000.0
300136,信维通信,26.37,2.21,78.83,3.43,25514784984.0
000599,青岛双星,5.55,2.21,-12.16,3.23,4533012378.0
002202,金风科技,13.41,2.21,19.04,1.52,56658157146.0
603633,徕木股份,12.94,2.21,85.23,2.8,5522931985.0
836699,海达尔,63.88,2.21,44.08,8.55,2914544164.0
301185,鸥玛软件,18.97,2.21,40.23,2.74,2910331872.0
600556,天下秀,5.09,2.21,126.47,2.39,9201435498.0
002491,通鼎互联,5.58,2.2,-38.3,2.79,6863369310.0
603858,步长制药,18.62,2.2,15.64,1.83,19636064390.0
301201,诚达药业,30.66,2.2,184.94,2.2,4743525844.0
832471,美邦科技,15.3,2.2,-106.63,2.43,1272960000.0
605258,协和电子,35.25,2.2,53.56,2.63,3102000000.0
603977,国泰集团,12.15,2.19,31.11,2.3,7548088210.0
000623,吉林敖东,19.09,2.19,8.91,0.76,22829642938.0
300846,首都在线,26.65,2.19,-94.32,15.21,13386188826.0
688289,圣湘生物,20.06,2.19,35.71,1.6,11622523400.0
000886,海南高速,6.52,2.19,-91.28,2.15,6447160516.0
605080,浙江自然,26.64,2.19,12.95,1.75,3771505786.0
688581,安杰思,74.6,2.19,23.97,2.49,6041018032.0
603131,上海沪工,21.1,2.18,700.36,5.56,6709611303.0
605336,帅丰电器,15.02,2.18,417.67,1.47,2754854999.0
600076,康欣新材,2.81,2.18,-14.08,0.98,3778166861.0
430510,丰光精密,21.05,2.18,-1290.68,9.67,3877703205.0
688669,聚石化学,23.4,2.18,493.94,2.17,2839200016.0
688598,金博股份,35.19,2.18,-21.41,1.43,7184317064.0
688108,赛诺医疗,28.08,2.18,422.01,13.07,11682627840.0
002392,北京利尔,9.85,2.18,26.94,2.11,11726334764.0
000788,北大医药,6.09,2.18,18.09,2.27,3629563418.0
002912,中新赛克,28.18,2.18,-35.83,3.04,4811791360.0
301060,兰卫医学,9.38,2.18,-324.81,2.39,3756849460.0
603828,ST柯利达,4.7,2.17,139.27,3.72,2801012743.0
000973,佛塑科技,7.55,2.17,68.92,2.54,7304044941.0
002057,中钢天源,10.81,2.17,27.75,2.54,8149482862.0
688165,埃夫特-U,26.35,2.17,-45.32,8.96,13748903000.0
002194,武汉凡谷,14.58,2.17,2810.65,4.01,9962307051.0
002240,盛新锂能,17.88,2.17,-9.73,1.52,16365454431.0
002299,圣农发展,17.47,2.16,11.93,1.96,21722203154.0
002696,百洋股份,6.16,2.16,90.49,1.59,2133591534.0
002694,顾地科技,4.25,2.16,-5.51,28.46,3243110400.0
300821,东岳硅材,9.44,2.16,134.24,2.29,11328000000.0
002155,湖南黄金,22.18,2.16,26.43,4.75,34659606189.0
603337,杰克科技,47.79,2.16,23.85,4.87,22768460237.0
600312,平高电气,16.1,2.16,16.43,1.98,21846433075.0
300097,ST智云,5.68,2.16,-7.76,4.25,1638962120.0
300154,瑞凌股份,8.98,2.16,40.55,2.32,4037005705.0
603678,火炬电子,38.38,2.16,34.93,2.98,18252247298.0
301281,科源制药,34.22,2.15,43.41,2.68,3705683800.0
301283,聚胶股份,41.41,2.15,20.52,2.09,3330102009.0
603108,润达医疗,16.12,2.15,-40.33,2.33,9731067936.0
300073,当升科技,60.25,2.15,52.7,2.28,32793693497.0
603881,数据港,40.35,2.15,170.59,8.83,28986511910.0
688401,路维光电,49.03,2.15,44.53,6.57,9479152292.0
300075,数字政通,16.65,2.15,-276.63,2.95,10341817131.0
300016,北陆药业,9.01,2.15,84.62,2.45,5071487199.0
688334,西高院,19.0,2.15,22.66,2.1,6015009854.0
300692,中环环保,8.06,2.15,38.8,1.57,3421531643.0
688047,龙芯中科,162.42,2.15,-110.59,24.54,65130420000.0
603798,康普顿,18.06,2.15,43.1,3.99,4631480679.0
301172,君逸数码,23.32,2.15,90.32,2.74,4022233600.0
301606,绿联科技,67.39,2.14,50.9,9.5,27960771826.0
002054,德美化工,6.69,2.14,33.66,1.31,3225352374.0
688768,容知日新,49.57,2.14,153.19,4.19,4361600503.0
603111,康尼机电,8.13,2.14,22.63,1.81,7008309363.0
300443,金雷股份,29.53,2.14,25.2,1.52,9453574679.0
002587,奥拓电子,6.2,2.14,242.69,3.08,4039573767.0
603538,美诺华,22.4,2.14,50.19,2.26,4924162701.0
300781,因赛集团,40.65,2.14,143.36,10.14,6660705344.0
600216,浙江医药,14.33,2.14,10.23,1.23,13780268958.0
601216,君正集团,5.27,2.13,11.58,1.59,44468351645.0
600675,中华企业,2.88,2.13,16.71,1.17,17412869753.0
603051,鹿山新材,23.47,2.13,110.56,2.16,3523826919.0
688484,南芯科技,51.22,2.13,88.88,5.45,21804503101.0
688238,和元生物,8.15,2.13,-25.29,3.44,5289649105.0
000632,三木集团,3.83,2.13,-8.5,1.95,1782939953.0
688267,中触媒,28.39,2.12,19.72,1.79,5002318000.0
600630,龙头股份,8.66,2.12,82.88,4.73,3679301430.0
603015,弘讯科技,12.04,2.12,86.2,3.45,4866796760.0
600784,鲁银投资,6.25,2.12,16.34,1.31,4222826731.0
000011,深物业A,9.14,2.12,188.77,1.61,5447248901.0
300437,清水源,8.68,2.12,-42.53,1.56,2191030867.0
688567,孚能科技,20.83,2.11,-78.59,2.59,25456423925.0
600570,恒生电子,33.42,2.11,121.34,7.24,63222869081.0
688819,天能股份,31.43,2.11,17.59,1.87,30553103000.0
002396,星网锐捷,31.01,2.11,42.85,2.69,18162404989.0
600882,妙可蓝多,24.25,2.11,46.51,2.71,12368800940.0
688231,隆达股份,19.83,2.11,46.14,1.77,4895177146.0
871981,晶赛科技,41.18,2.11,582.45,6.28,3148952240.0
873833,美心翼申,21.82,2.11,43.09,2.97,1797095200.0
688428,诺诚健华-U,28.08,2.11,-823.34,7.38,49551202172.0
300690,双一科技,35.25,2.11,29.18,3.79,5828549395.0
002893,京能热力,11.19,2.1,12.15,2.31,2950131600.0
300053,航宇微,14.12,2.1,-78.67,5.75,9839865441.0
300533,冰川网络,38.45,2.1,13.42,5.62,9015062747.0
000901,航天科技,16.02,2.1,71.86,2.96,12787186524.0
688580,伟思医疗,49.54,2.1,34.22,2.93,4744509608.0
300891,惠云钛业,9.74,2.1,382.09,3.03,3896077141.0
300364,中文在线,26.74,2.1,-43.02,25.45,19480093155.0
002962,五方光电,15.08,2.1,79.66,2.5,4398313508.0
603917,合力科技,14.09,2.1,145.8,1.73,2872105600.0
300736,百邦科技,13.6,2.1,-90.61,20.17,1731189206.0
603611,诺力股份,24.8,2.1,12.99,2.13,6388499617.0
688234,天岳先进,85.12,2.1,1895.68,7.74,41250730465.0
300163,先锋新材,3.41,2.1,12.69,2.95,1616340000.0
002511,中顺洁柔,8.29,2.09,35.51,1.94,10664072070.0
605069,正和生态,10.25,2.09,44.95,2.42,2169902225.0
300233,金城医药,19.5,2.09,86.27,2.05,7485554447.0
688351,微电生理,22.48,2.09,161.92,5.95,10579088000.0
000953,河化股份,7.34,2.09,350.08,17.96,2687336911.0
600012,皖通高速,13.19,2.09,11.73,1.89,22536327016.0
603272,联翔股份,19.08,2.09,1061.04,3.49,1977203160.0
688577,浙海德曼,100.01,2.09,689.95,11.42,11129085697.0
300812,易天股份,25.84,2.09,60.4,4.53,3619590429.0
300482,万孚生物,21.54,2.09,26.65,1.85,10082545752.0
300640,德艺文创,6.34,2.09,143.78,2.45,1971698327.0
301578,辰奕智能,39.03,2.09,67.23,3.4,3180374811.0
688286,敏芯股份,105.63,2.09,117.46,5.59,5917720792.0
300276,三丰智能,10.8,2.08,346.66,7.69,15131264292.0
000035,中国天楹,4.91,2.08,29.02,1.13,12278845424.0
002432,九安医疗,38.85,2.08,10.02,0.85,18437017771.0
301212,联盛化学,26.0,2.08,77.91,2.07,2808000000.0
002523,天桥起重,3.92,2.08,63.23,2.25,5553231936.0
300803,指南针,158.91,2.08,339.0,36.66,96641187851.0
688338,赛科希德,26.45,2.08,29.24,1.7,2807466480.0
301333,诺思格,54.0,2.08,42.67,2.76,5215387824.0
300222,科大智能,13.24,2.08,67.08,6.03,10304443538.0
002566,益盛药业,7.86,2.08,69.32,1.17,2601279576.0
603969,银龙股份,10.37,2.07,25.89,3.39,8890657280.0
300256,星星科技,4.43,2.07,-536.69,10.93,10048982700.0
300029,*ST天龙,5.92,2.07,-41.49,-68.77,1186998480.0
000058,深 赛 格,9.35,2.07,121.57,5.65,11511726283.0
603000,人民网,19.77,2.07,-2137.34,6.02,21859512177.0
300031,宝通科技,25.7,2.07,38.51,2.69,10761790062.0
600596,新安股份,10.37,2.07,101.31,1.13,13995321398.0
603629,利通电子,25.75,2.06,65.52,3.89,6693197500.0
600071,凤凰光学,24.75,2.06,161.11,14.05,6968953753.0
301616,浙江华业,54.37,2.06,45.62,3.36,4349600000.0
600064,南京高科,7.93,2.06,4.97,0.73,13721593377.0
301180,万祥科技,15.39,2.06,1534.79,4.71,6156153900.0
600236,桂冠电力,6.44,2.06,21.37,2.89,50762513045.0
603630,拉芳家化,24.8,2.06,438.99,2.93,5585073584.0
300511,雪榕生物,5.95,2.06,-17.34,2.63,3556164078.0
835579,机科股份,26.28,2.06,-283.0,6.64,3402734400.0
603456,九洲药业,18.42,2.05,15.58,1.88,16383595836.0
838670,恒进感应,20.4,2.05,178.97,6.16,2733600000.0
000157,中联重科,7.96,2.05,12.45,1.2,68842340479.0
688041,海光信息,259.89,2.05,251.39,28.61,604072226470.0
003005,竞业达,21.38,2.05,-130.32,2.73,4947090214.0
600725,云维股份,3.48,2.05,-147.59,15.15,4288995600.0
920118,太湖远大,27.32,2.05,50.54,2.5,1390478720.0
603966,法兰泰克,10.97,2.05,17.91,2.22,4373747074.0
300165,ST天瑞,4.47,2.05,-115.56,1.75,2214937411.0
302132,中航成飞,84.97,2.05,124.37,12.16,227047604219.0
002093,国脉科技,11.44,2.05,38.07,3.09,11525800000.0
300747,锐科激光,26.88,2.05,103.86,4.57,15181890958.0
300025,华星创业,6.46,2.05,-62.44,5.95,3286802276.0
603182,XD嘉华股,13.93,2.05,18.4,2.04,2292181500.0
300456,赛微电子,26.5,2.04,-14918.23,3.81,19403648051.0
600768,宁波富邦,12.02,2.04,83.04,4.22,1607641344.0
002212,天融信,10.02,2.04,-91.34,1.27,11818127868.0
600877,电科芯片,14.5,2.04,1019.24,6.95,17168862634.0
002809,红墙股份,11.48,2.04,168.2,1.55,2429171387.0
301085,亚康股份,59.08,2.04,142.74,4.71,5126706879.0
603367,辰欣药业,20.52,2.04,20.27,1.53,9290514727.0
003029,吉大正元,24.53,2.04,-55.06,4.28,4749504168.0
002861,瀛通通讯,18.11,2.03,-63.66,3.03,3373602552.0
603797,联泰环保,4.53,2.03,15.67,0.81,2647742355.0
300596,利安隆,36.7,2.03,17.46,1.83,8427041779.0
300478,杭州高新,25.69,2.03,-237.38,53.28,3254229370.0
603528,多伦科技,9.06,2.03,-597.73,3.34,6395726987.0
600137,浪莎股份,18.6,2.03,85.8,3.39,1808247137.0
300168,万达信息,7.05,2.03,-16.98,7.57,10156431461.0
301088,戎美股份,14.09,2.03,43.87,1.28,3211111000.0
001388,信通电子,47.85,2.03,73.91,3.85,7464600000.0
600343,航天动力,15.08,2.03,-65.81,6.91,9624151728.0
601789,宁波建工,5.52,2.03,23.02,1.33,5999128217.0
688235,百济神州-U,309.68,2.02,530.38,17.77,477117103891.0
002213,大为股份,19.15,2.02,-194.53,8.24,4545019445.0
600807,济高发展,3.03,2.02,-28.71,39.88,2680443235.0
688281,华秦科技,68.8,2.02,64.38,4.08,18752862440.0
301278,快可电子,33.26,2.02,113.22,2.11,2983692836.0
603606,东方电缆,61.05,2.02,44.39,5.88,41985023216.0
300389,艾比森,16.64,2.02,26.44,3.94,6141829275.0
002572,索菲亚,13.13,2.02,19.8,1.85,12644809263.0
002777,久远银海,18.72,2.02,127.59,4.66,7642085031.0
000692,惠天热电,3.56,2.01,-6.59,43.31,1896885395.0
600611,大众交通,6.1,2.01,94.8,1.42,14421149470.0
002226,江南化工,6.6,2.01,20.48,1.79,17482890843.0
002712,思美传媒,5.57,2.01,-132.94,2.22,3031618423.0
832885,星辰科技,20.3,2.01,79.65,8.83,3467643970.0
300592,华凯易佰,11.16,2.01,61.41,1.93,4512673994.0
836807,奔朗新材,17.23,2.01,76.71,3.35,3133792400.0
301195,北路智控,34.68,2.0,32.65,1.93,4580182051.0
300293,蓝英装备,27.0,2.0,-277.62,9.52,9137828862.0
688651,盛邦安全,36.26,2.0,-37.55,2.89,2733967740.0
603258,电魂网络,20.95,2.0,-273.72,2.33,5112128915.0
600303,曙光股份,3.57,2.0,-8.4,2.04,2440467033.0
688175,高凌信息,21.93,2.0,-42.88,1.63,2835921810.0
000030,富奥股份,5.65,1.99,15.99,1.21,9716931274.0
002082,万邦德,11.25,1.99,255.56,2.56,6881501869.0
002286,保龄宝,9.75,1.99,20.0,1.75,3706144455.0
301090,华润材料,7.67,1.99,-47.03,1.78,11400372403.0
002614,奥佳华,6.69,1.98,77.15,0.96,4171060882.0
688499,利元亨,74.03,1.98,186.93,5.51,12490971595.0
600854,春兰股份,5.14,1.98,11.24,1.1,2670016885.0
301149,隆华新材,10.8,1.98,30.51,2.33,4644000194.0
000410,沈阳机床,7.2,1.98,210.47,6.62,16984588464.0
002334,英威腾,9.81,1.98,32.47,2.68,7983383886.0
300475,香农芯创,85.0,1.98,124.88,12.34,39420770195.0
300285,国瓷材料,22.19,1.98,33.35,3.21,22124501755.0
600067,冠城新材,3.09,1.98,109.89,0.77,4300256404.0
600189,泉阳泉,7.21,1.98,109.86,4.18,5156576225.0
688163,赛伦生物,23.33,1.97,38.28,2.28,2524772600.0
000017,深中华A,6.73,1.97,124.88,12.82,4638214599.0
002297,博云新材,8.29,1.97,280.74,2.31,4751038950.0
300132,青松股份,6.21,1.97,58.52,2.42,3207967302.0
600871,石化油服,2.07,1.97,39.86,4.22,39241084874.0
920682,球冠电缆,9.84,1.97,30.23,2.86,3192883200.0
300012,华测检测,12.91,1.97,23.25,3.01,21725312243.0
605318,法狮龙,38.9,1.97,-321.26,7.64,4890859189.0
832876,慧为智能,31.13,1.97,537.02,7.94,1997943915.0
002273,水晶光电,27.43,1.97,38.09,4.12,38145041822.0
002485,ST雪发,3.62,1.97,-45.28,1.64,1969280000.0
301356,天振股份,23.98,1.96,52.33,1.74,5179680000.0
603648,畅联股份,10.9,1.96,28.91,2.19,3950299520.0
605123,派克新材,70.92,1.96,24.5,1.89,8593439661.0
600775,南京熊猫,11.43,1.96,-114.57,3.4,10445174386.0
600562,国睿科技,31.2,1.96,55.42,6.28,38745964608.0
920108,宏海科技,16.11,1.96,49.98,5.44,2774142000.0
688571,杭华股份,7.8,1.96,35.57,2.1,3308531460.0
688202,美迪西,69.71,1.96,-363.06,4.49,9365690747.0
601512,中新集团,9.36,1.96,11.86,0.95,14029610400.0
301087,可孚医疗,39.26,1.95,24.5,1.78,8201296220.0
688687,凯因科技,28.22,1.95,50.9,2.61,4824051589.0
002248,华东数控,10.48,1.95,118.6,37.76,3222553888.0
603222,济民健康,12.02,1.95,-59.89,4.43,6311589192.0
301130,西点药业,29.73,1.95,45.58,2.5,2274186985.0
688372,伟测科技,87.3,1.95,64.32,4.78,13002770082.0
688625,呈和科技,32.96,1.95,21.08,4.35,6207058545.0
688293,奥浦迈,58.51,1.95,88.47,3.14,6643737597.0
833030,立方控股,27.77,1.95,-105.61,4.99,2561594664.0
603578,三星新材,13.04,1.95,-38.9,2.38,2351855697.0
002496,*ST辉丰,1.57,1.95,103.22,1.77,2366915793.0
000902,新洋丰,13.61,1.95,8.97,1.54,17076920553.0
688489,三未信安,47.84,1.94,-93.78,3.0,5511630900.0
300479,神思电子,19.96,1.94,-33.43,8.09,3932935665.0
000513,丽珠集团,38.98,1.94,13.75,2.58,35241834761.0
688269,凯立新材,37.26,1.94,39.79,4.83,4870031040.0
920100,三协电机,77.78,1.94,87.71,12.45,5530881354.0
603682,锦和商管,5.79,1.94,18.13,2.91,2735775000.0
603105,芯能科技,8.92,1.94,21.17,2.17,4460059541.0
600883,博闻科技,7.9,1.94,64.98,1.92,1865095200.0
002383,合众思壮,8.93,1.94,-364.38,3.94,6611417524.0
300771,智莱科技,12.6,1.94,59.92,1.57,3024000000.0
002345,潮宏基,15.73,1.94,21.1,3.84,13976304881.0
600751,海航科技,4.74,1.94,96.11,1.82,13742861091.0
000833,粤桂股份,13.69,1.94,23.42,2.97,10980505605.0
603127,昭衍新药,37.24,1.94,229.03,3.44,27910535918.0
688566,吉贝尔,35.42,1.93,23.65,3.0,7063841238.0
000795,英洛华,10.55,1.93,41.54,4.7,11960367287.0
003027,同兴科技,18.98,1.93,23.64,1.46,2481126336.0
002749,国光股份,14.78,1.93,14.95,3.34,6892779369.0
000425,徐工机械,10.54,1.93,14.21,2.05,123876329960.0
300381,溢多利,6.86,1.93,120.34,1.3,3368681622.0
300172,中电环保,5.27,1.93,33.06,1.87,3566261700.0
002510,天汽模,6.87,1.93,159.2,2.82,6974002924.0
002940,昂利康,39.15,1.93,59.9,5.01,7897658482.0
301528,多浦乐,59.75,1.93,97.14,2.45,3698525000.0
301395,仁信新材,11.09,1.93,55.66,1.75,2693211357.0
430198,微创光电,10.55,1.93,-20.81,4.24,1702388850.0
600543,莫高股份,5.81,1.93,-29.28,2.4,1865707200.0
688131,皓元医药,77.8,1.93,54.37,5.63,16501304845.0
688155,先惠技术,77.3,1.93,31.87,4.7,9699552441.0
688121,卓然股份,12.69,1.93,-6766.95,1.17,2964561698.0
300725,药石科技,41.36,1.92,65.78,2.05,9537195079.0
300923,研奥股份,25.52,1.92,51.7,1.78,2005872000.0
002531,天顺风能,7.96,1.92,132.87,1.59,14303154118.0
002841,视源股份,40.4,1.92,35.35,2.22,28119068418.0
688739,成大生物,27.01,1.92,45.99,1.2,11248314500.0
301190,善水科技,29.2,1.92,65.59,3.26,6267385800.0
603308,应流股份,32.99,1.92,59.5,4.66,22401412189.0
301115,联检科技,15.9,1.92,59.1,1.13,2944033506.0
301158,德石股份,18.04,1.92,30.03,2.02,2712684000.0
300752,隆利科技,23.83,1.92,61.47,4.44,5445130121.0
002722,物产金轮,15.92,1.92,27.2,1.24,3289141459.0
603260,合盛硅业,49.28,1.92,-73.36,1.79,58259158052.0
300674,宇信科技,24.94,1.92,39.83,4.03,17559183076.0
603069,海汽集团,21.78,1.92,-123.9,8.29,6882480000.0
600130,*ST波导,3.71,1.92,352.52,2.88,2782500000.0
688692,达梦数据,265.0,1.92,73.31,8.72,30008600000.0
300342,天银机电,17.5,1.92,208.9,4.76,7438114478.0
688533,上声电子,28.76,1.91,27.61,2.94,4683484092.0
600835,上海机电,28.26,1.91,29.45,2.1,28902612844.0
600458,时代新材,15.46,1.91,23.74,1.88,14396050530.0
601778,晶科科技,3.74,1.91,54.42,0.86,13355442278.0
688206,概伦电子,46.0,1.91,216.75,9.91,20018181238.0
300246,宝莱特,8.53,1.91,859.17,1.93,2256833135.0
002671,龙泉股份,4.8,1.91,36.21,1.6,2705732861.0
000718,苏宁环球,2.67,1.91,29.5,0.86,8102479145.0
688182,灿勤科技,26.62,1.91,102.56,4.83,10648000000.0
873726,卓兆点胶,38.86,1.91,59.54,5.4,3189521780.0
002136,安 纳 达,10.68,1.91,-43.71,2.0,2296413600.0
601377,兴业证券,6.4,1.91,20.78,1.0,55270318682.0
605086,龙高股份,25.6,1.91,41.31,3.61,4587520000.0
301030,仕净科技,14.96,1.91,-12.6,3.21,3027654617.0
002629,仁智股份,7.49,1.9,-134.68,70.97,3191474020.0
300221,银禧科技,8.6,1.9,42.64,2.95,4074290291.0
002241,歌尔股份,34.8,1.9,42.99,3.59,121819296426.0
301111,粤万年青,16.1,1.9,-178.27,3.44,2576000000.0
300840,酷特智能,19.88,1.9,94.21,3.78,4771200000.0
688398,赛特新材,19.8,1.9,137.28,3.27,3322717141.0
301223,中荣股份,17.74,1.9,22.3,1.17,3426082914.0
301429,森泰股份,19.33,1.9,36.64,1.7,2285192600.0
002997,瑞鹄模具,41.74,1.9,19.25,3.75,8737072106.0
300036,超图软件,17.17,1.9,353.53,3.18,8460802814.0
002789,*ST建艺,9.17,1.89,-3.88,-1.47,1463747623.0
300870,欧陆通,220.58,1.89,90.62,9.52,24231665244.0
002637,赞宇科技,10.23,1.89,24.75,1.27,4812202230.0
301329,信音电子,20.98,1.89,53.95,2.3,3570796000.0
600096,云天化,25.91,1.89,8.55,2.12,47233689840.0
003022,联泓新科,21.07,1.89,87.57,3.85,28140417760.0
002995,天地在线,17.79,1.89,-47.21,3.51,3156915199.0
301198,喜悦智行,11.33,1.89,-141.65,2.1,1914770000.0
000752,ST西发,11.4,1.88,57.86,8.7,3006846797.0
300343,ST联创,4.88,1.88,222.95,2.72,5216569301.0
000546,金圆股份,4.89,1.88,-38.34,0.92,3802700001.0
301191,菲菱科思,113.2,1.88,179.35,4.79,7849514400.0
688222,成都先导,24.39,1.88,97.64,6.84,9772585200.0
