代码,名称,最新价,涨跌幅,市盈率-动态,市净率,总市值
301108,洁雅股份,35.18,5.08,60.76,2.14,3959728945.0
600107,ST尔雅,7.92,5.04,-65.22,6.06,2851200000.0
002298,中电鑫龙,13.97,5.04,278.6,5.07,10339349287.0
300588,熙菱信息,20.22,5.04,-63.8,13.63,3871544227.0
000006,深振业Ａ,13.79,5.03,-131.14,3.49,18616431684.0
603389,*ST亚振,39.04,5.0,-154.98,45.26,10257838080.0
002713,*ST东易,6.93,5.0,-28.24,-2.51,2907391271.0
002650,ST加加,7.15,4.99,493.12,4.34,8236801430.0
300329,海伦钢琴,14.97,4.98,-77.47,5.46,3785745037.0
001282,三联锻造,22.87,4.96,35.62,3.18,5081384672.0
601611,中国核建,11.25,4.94,21.25,1.59,33905634885.0
301075,多瑞医药,42.06,4.94,-39.58,5.31,3364800000.0
002305,*ST南置,2.13,4.93,-2.06,-1.39,3693879590.0
002231,*ST奥维,2.99,4.91,-5.82,5.75,1037081551.0
600629,华建集团,30.77,4.91,108.93,5.65,29857320537.0
300617,安靠智电,40.21,4.9,50.95,2.32,6729551873.0
002177,御银股份,7.93,4.89,284.2,3.53,6036246961.0
688227,品高股份,34.77,4.89,-124.34,3.0,3930931912.0
000620,盈新发展,1.72,4.88,-31.31,2.11,10099521869.0
300468,四方精创,39.09,4.86,235.91,12.76,20743080160.0
600234,科新发展,12.0,4.8,68.79,6.41,3150251676.0
300357,我武生物,30.21,4.79,44.68,6.41,15817472640.0
002184,海得控制,15.99,4.78,254.37,4.9,5627014836.0
603619,中曼石油,20.19,4.77,15.55,2.23,9334613528.0
300768,迪普科技,21.35,4.76,131.8,4.11,13745749983.0
002181,粤 传 媒,8.18,4.74,45.44,2.28,9497455863.0
600769,祥龙电业,14.4,4.73,188.62,46.04,5399671680.0
301120,新特电气,18.1,4.68,630.84,4.47,6723083096.0
003012,东鹏控股,7.64,4.66,20.22,1.18,8839336047.0
603268,*ST松发,48.25,4.66,36.19,6.27,46840053120.0
002082,万邦德,15.07,4.65,342.34,3.43,9218154059.0
600103,青山纸业,3.63,4.61,72.52,2.05,8134201092.0
000615,*ST美谷,3.63,4.61,-16.61,-12.53,2769616380.0
920305,*ST云创,11.82,4.6,-36.61,2.56,1564685798.0
920571,国航远洋,10.91,4.6,-123.13,4.46,6059495312.0
300938,信测标准,24.84,4.55,31.83,3.48,6048449284.0
600882,妙可蓝多,26.04,4.54,49.94,2.91,13281796968.0
688429,时创能源,16.22,4.51,-18.1,4.3,6488012976.0
301221,光庭信息,55.32,4.5,59.7,2.57,5123865636.0
920651,天罡股份,38.36,4.49,38.32,4.77,2339960000.0
688223,晶科能源,5.82,4.49,-10.01,2.05,58230279586.0
300546,雄帝科技,26.81,4.48,214.33,4.48,5003622446.0
603217,元利科技,24.5,4.48,23.7,1.54,5098146200.0
001210,金房能源,17.47,4.42,11.43,2.06,2739517450.0
301079,邵阳液压,28.47,4.4,218.01,6.45,3101300702.0
002549,凯美特气,28.52,4.39,177.55,9.68,19831322137.0
920445,龙竹科技,11.45,4.38,55.74,5.33,1682348786.0
601319,中国人保,8.17,4.34,6.81,1.29,361310003063.0
920720,吉冈精密,16.13,4.33,66.5,8.77,4295534491.0
300863,卡倍亿,48.18,4.31,49.42,6.25,9066311778.0
603919,金徽酒,20.36,4.3,17.31,3.06,10327813539.0
300513,恒实科技,9.94,4.3,-14.72,2.4,3118090081.0
002545,东方铁塔,14.08,4.3,17.75,1.91,17516394129.0
600010,包钢股份,2.91,4.3,435.43,2.53,131789882303.0
000571,新大洲A,5.88,4.26,-31.6,28.8,4934078520.0
600012,皖通高速,14.48,4.25,12.88,2.07,24740410553.0
300483,首华燃气,14.47,4.25,234.94,2.05,3932041668.0
300707,威唐工业,15.5,4.24,63.21,2.38,2736384260.0
300533,冰川网络,38.1,4.24,13.3,5.57,8933001057.0
601218,吉鑫科技,6.39,4.24,37.96,2.12,6192124142.0
000568,泸州老窖,132.65,4.2,12.74,4.2,195254366873.0
688687,凯因科技,28.91,4.14,52.15,2.67,4942003240.0
603316,诚邦股份,13.08,4.14,-165.58,5.41,3456573120.0
601008,连云港,6.38,4.08,71.05,1.94,7915270478.0
600295,鄂尔多斯,10.99,4.07,15.56,1.52,30758551031.0
301557,常友科技,88.75,4.07,57.0,3.98,3932323551.0
002432,九安医疗,39.74,4.06,10.04,0.85,18475695872.0
920978,开特股份,40.27,4.06,42.46,10.22,7238994316.0
002808,*ST恒久,5.14,4.05,-32.92,5.2,1381632000.0
603630,拉芳家化,24.65,4.05,436.33,2.91,5551292897.0
000421,南京公用,6.69,4.04,61.42,1.41,3842841260.0
601187,厦门银行,6.69,4.04,7.62,0.68,17655765571.0
300882,万胜智能,19.89,4.03,29.33,4.58,5692541629.0
000728,国元证券,9.58,4.02,14.88,1.1,41804992196.0
300424,航新科技,16.6,4.01,122.18,5.35,4074140191.0
301365,矩阵股份,19.75,4.0,43.89,2.1,3555000000.0
002787,华源控股,8.85,4.0,30.58,1.6,2966312901.0
300867,圣元环保,20.39,3.98,24.14,1.47,5540800071.0
600919,江苏银行,10.72,3.98,4.86,0.79,196726198243.0
300945,曼卡龙,21.29,3.96,36.37,3.4,5579504981.0
601022,宁波远洋,10.52,3.95,18.23,2.35,13766822674.0
300408,三环集团,47.74,3.94,36.98,4.51,91493584492.0
688680,海优新材,48.1,3.93,-15.18,3.09,4041549157.0
603017,中衡设计,10.57,3.93,25.47,1.97,2919331397.0
600960,渤海汽车,5.56,3.93,8.76,1.46,5284866280.0
600208,衢州发展,4.52,3.91,74.02,0.93,38460412416.0
603406,天富龙,47.97,3.9,42.45,4.21,19188479700.0
002289,*ST宇顺,36.3,3.86,-1139.27,44.98,10173210508.0
301082,久盛电气,20.88,3.83,211.81,4.56,4725335553.0
601001,晋控煤业,15.49,3.82,14.8,1.42,25925613000.0
002568,百润股份,26.18,3.81,35.28,5.98,27451001170.0
002951,金时科技,15.31,3.8,-145.05,3.51,6200550000.0
920152,昆工科技,21.91,3.79,-27.9,6.6,2439496647.0
300240,飞力达,8.22,3.79,51.13,2.14,3054247449.0
600496,精工钢构,3.84,3.78,10.93,0.85,7642078268.0
920896,旺成科技,21.72,3.77,38.39,5.33,2198590493.0
601225,陕西煤业,21.33,3.75,13.54,2.32,206794350000.0
000004,*ST国华,13.35,3.73,-21.12,79.62,1767276765.0
002941,新疆交建,19.9,3.7,28.51,3.28,14522048323.0
603706,东方环宇,22.8,3.68,17.46,2.63,4317925879.0
002963,豪尔赛,14.7,3.67,-32.78,1.72,2210290971.0
002129,TCL中环,9.35,3.66,-4.46,1.42,37803132478.0
002115,三维通信,11.62,3.66,1800.6,4.54,9423719278.0
600415,小商品城,19.04,3.65,22.65,4.71,104408618431.0
002800,天顺股份,15.38,3.64,-184.41,4.61,2341652170.0
603966,法兰泰克,11.7,3.63,19.1,2.37,4664798611.0
601825,沪农商行,8.58,3.62,5.9,0.65,82749333338.0
603396,金辰股份,29.42,3.59,53.06,1.58,4075478403.0
920037,广信科技,91.76,3.57,43.49,11.64,8392636438.0
920826,盖世食品,13.35,3.57,46.1,5.2,1875886117.0
003019,宸展光电,34.26,3.57,26.94,3.78,6054173882.0
600038,中直股份,37.65,3.55,54.67,1.8,30868979469.0
002270,华明装备,22.22,3.54,27.02,6.67,19914129077.0
600783,鲁信创投,14.19,3.5,24.29,2.32,10562458382.0
002490,山东墨龙,6.27,3.47,205.63,9.92,5002509468.0
301122,采纳股份,25.06,3.47,163.48,1.71,3063476189.0
688303,大全能源,27.8,3.46,-26.0,1.53,59636719127.0
000791,甘肃能源,6.91,3.44,13.59,1.62,22414932617.0
301056,森赫股份,12.92,3.44,48.49,4.31,3446883738.0
920088,科力股份,35.44,3.41,57.44,4.68,3121253960.0
301501,恒鑫生活,49.09,3.41,28.96,3.62,7260411000.0
605287,德才股份,24.7,3.39,36.7,2.23,3458000000.0
688156,路德环境,19.84,3.39,-76.42,2.43,1998168875.0
603737,三棵树,48.9,3.38,41.39,12.27,36079274430.0
605089,味知香,26.33,3.38,56.87,3.02,3633540000.0
920171,志晟信息,25.67,3.38,517.24,11.88,2572987142.0
600060,海信视像,25.18,3.37,15.56,1.66,32859201356.0
601069,西部黄金,34.0,3.34,100.85,6.43,30973970182.0
002251,步步高,5.93,3.31,39.73,1.96,15943989156.0
300961,深水海纳,16.93,3.29,-95.73,4.05,3001350400.0
002191,劲嘉股份,4.72,3.28,28.05,1.03,6852396096.0
301618,长联科技,59.13,3.28,108.21,5.76,5334463802.0
001278,一彬科技,18.6,3.28,-41.77,1.79,2301441240.0
688108,赛诺医疗,28.76,3.27,432.23,13.38,11965540480.0
000819,岳阳兴长,20.24,3.27,-126.83,3.49,7478771201.0
603021,ST华鹏,4.43,3.26,-11.92,-324.06,1417369950.0
920839,万通液压,48.41,3.26,42.86,9.7,5771198150.0
003005,竞业达,23.51,3.25,-143.31,3.0,5439948125.0
300779,惠城环保,176.4,3.23,3463.33,26.42,34774599182.0
600082,海泰发展,4.47,3.23,-48.04,1.65,2888137742.0
002543,万和电气,12.48,3.23,12.25,1.87,9280128000.0
688027,国盾量子,397.01,3.22,-858.28,12.7,40836846007.0
003040,楚天龙,20.95,3.2,-121.46,6.88,9660798613.0
000719,中原传媒,12.58,3.2,12.1,1.13,12871903162.0
000020,深华发Ａ,14.9,3.19,147.11,10.09,4219102282.0
601288,农业银行,7.13,3.18,8.94,0.93,2495379031514.0
301528,多浦乐,60.7,3.18,98.68,2.49,3757330000.0
603393,新天然气,29.92,3.17,10.2,1.44,12683726104.0
605303,园林股份,17.55,3.17,-19.01,2.97,2829716510.0
300589,江龙船艇,13.4,3.16,-184.1,6.25,5060751146.0
601398,工商银行,7.5,3.16,7.95,0.71,2673046928168.0
002807,江阴银行,4.62,3.13,6.72,0.6,11371634685.0
000519,中兵红箭,19.76,3.13,-337.92,2.69,27516965484.0
003042,中农联合,16.78,3.13,372.44,1.76,2390814400.0
300554,三超新材,26.82,3.11,-120.15,4.74,3063154495.0
600057,厦门象屿,7.62,3.11,10.22,1.28,21099500643.0
601601,中国太保,36.0,3.09,6.21,1.23,346332292380.0
600197,伊力特,15.55,3.05,22.63,1.91,7357866849.0
002748,世龙实业,10.25,3.02,30.26,1.79,2460000000.0
300411,金盾股份,13.65,3.02,199.11,5.73,5548998096.0
301533,威马农机,41.32,3.02,106.11,3.64,4062032844.0
920007,酉立智能,72.1,3.01,27.17,5.65,3149360445.0
920735,德源药业,37.78,3.0,22.66,3.8,4432198102.0
002700,万憬能源,7.24,2.99,39.87,2.23,2994668059.0
301678,新恒汇,80.2,2.98,107.99,10.27,19212348453.0
601919,中远海控,14.87,2.98,6.57,0.99,230332652969.0
603099,长白山,46.8,2.97,-3041.97,10.96,12480156000.0
601083,锦江航运,11.83,2.96,9.63,1.7,15309439600.0
920167,同享科技,19.22,2.95,148.02,3.42,2108551723.0
920634,新威凌,30.68,2.95,109.76,7.13,1960821571.0
002140,东华科技,12.9,2.95,19.01,2.03,9133378949.0
600604,市北高新,6.29,2.95,-41.39,1.88,11783087217.0
920089,禾昌聚合,18.29,2.93,18.93,2.34,2755717720.0
600377,宁沪高速,13.41,2.92,13.94,1.68,67556193975.0
600710,苏美达,10.59,2.92,10.71,1.78,13838476506.0
688168,安博通,81.57,2.89,-28.8,6.18,6269072465.0
603053,成都燃气,11.1,2.87,17.85,2.11,9866679000.0
600036,招商银行,41.26,2.87,6.94,0.98,1040570829497.0
301181,标榜股份,34.94,2.86,33.17,2.83,4037001597.0
002470,金正大,1.8,2.86,-37.76,2.96,5914849936.0
300716,ST泉为,15.13,2.86,-32.9,115.5,2421102600.0
601009,南京银行,11.54,2.85,5.65,0.8,142675566007.0
600901,江苏金租,5.8,2.84,10.74,1.39,33595802625.0
920689,克莱特,36.37,2.83,46.06,5.72,2669558000.0
301278,快可电子,34.67,2.82,118.02,2.2,3110181318.0
600886,国投电力,14.26,2.81,15.04,1.8,114144088176.0
600848,上海临港,12.46,2.81,47.54,1.72,31430188070.0
000596,古井贡酒,155.07,2.81,11.19,3.26,81970002000.0
300164,通源石油,5.85,2.81,44.55,2.4,3442482980.0
600188,兖矿能源,14.36,2.79,15.49,2.42,144138220612.0
002885,京泉华,21.7,2.79,71.18,4.09,5878898206.0
300189,神农种业,4.81,2.78,-171.51,6.94,4925440000.0
601898,中煤能源,12.25,2.77,10.54,1.04,162418626650.0
300892,品渥食品,36.16,2.76,134.42,3.43,3616000000.0
002320,海峡股份,11.53,2.76,102.5,6.56,25763517469.0
688069,德林海,22.78,2.75,-416.15,2.16,2574140000.0
601998,中信银行,7.51,2.74,5.73,0.59,417895168603.0
300072,海新能科,3.76,2.73,-124.85,1.49,8834948336.0
920014,特瑞斯,13.23,2.72,105.96,2.01,1646449527.0
000543,皖能电力,7.94,2.72,8.32,1.12,17998894848.0
920075,柏星龙,30.31,2.71,46.86,4.94,1964542650.0
300444,双杰电气,8.76,2.7,33.79,3.99,6995955788.0
920985,海泰新能,9.16,2.69,-11.36,2.19,2834801992.0
603378,亚士创能,6.11,2.69,-6.83,2.34,2618725483.0
601166,兴业银行,20.23,2.69,4.96,0.54,428124494888.0
603863,松炀资源,23.4,2.68,-52.4,11.82,4788810000.0
002304,洋河股份,68.77,2.67,11.93,2.12,103598227739.0
600279,重庆港,5.41,2.66,564.7,0.95,6420946591.0
603373,安邦护卫,47.97,2.65,45.6,2.91,5158064530.0
600809,山西汾酒,191.83,2.59,13.76,6.52,234025736706.0
600671,天目药业,18.63,2.59,110.69,36.22,2268740628.0
301575,艾芬达,56.86,2.58,41.22,3.69,4928056200.0
603385,惠达卫浴,6.75,2.58,71.49,0.68,2569488534.0
603421,鼎信通讯,8.34,2.58,-12.41,1.86,5439268862.0
301577,美信科技,58.67,2.57,125.71,3.37,2641880765.0
603318,水发燃气,6.8,2.56,-25.56,2.17,3121682283.0
920029,开发科技,94.8,2.56,16.65,3.85,13166456032.0
002731,萃华珠宝,13.2,2.56,15.27,1.85,3381259200.0
920101,志高机械,45.46,2.55,34.01,4.28,4052675990.0
002659,凯文教育,5.68,2.53,2311.62,1.57,3398232581.0
002163,海南发展,10.19,2.52,-20.26,10.05,8610120665.0
002034,旺能环境,17.14,2.51,9.75,1.09,7438502591.0
002218,拓日新能,3.68,2.51,-43.19,1.26,5199915620.0
605296,神农集团,31.39,2.51,21.25,3.21,16472355081.0
603391,力聚热能,53.0,2.51,45.89,2.32,4823000000.0
601318,中国平安,56.48,2.5,7.51,1.08,1022719619878.0
300935,盈建科,34.6,2.49,-42.44,3.4,2748301528.0
603183,建研院,4.53,2.49,351.99,1.41,2252104227.0
688287,*ST观典,4.95,2.48,-17.24,2.33,1834052220.0
603186,华正新材,43.8,2.48,72.89,4.3,6220616554.0
600408,安泰集团,2.48,2.48,-13.42,1.76,2496864000.0
002052,同洲电子,16.67,2.46,30.88,43.23,12543169699.0
600469,风神股份,6.24,2.46,22.11,1.34,4551773435.0
601128,常熟银行,7.07,2.46,5.95,0.8,23447767491.0
603356,华菱精工,13.4,2.45,-19.38,4.39,1786756000.0
920895,花溪科技,24.23,2.45,-138.51,7.08,1369576520.0
920299,灿能电力,18.14,2.43,78.44,5.94,1634582267.0
300180,华峰超纤,7.59,2.43,88.31,2.85,13366446576.0
002899,英派斯,24.03,2.43,56.06,2.06,3551561333.0
688049,炬芯科技,60.1,2.42,57.61,5.49,10527575765.0
000796,凯撒旅业,5.92,2.42,-195.5,11.47,9494430383.0
601886,江河集团,7.65,2.41,13.22,1.23,8667465759.0
688110,东芯股份,100.2,2.4,-199.67,14.13,44313425752.0
002423,中粮资本,13.65,2.4,18.55,1.44,31451041099.0
688683,莱尔科技,34.58,2.4,134.61,5.3,5366052785.0
002968,新大正,12.41,2.39,19.73,2.27,2808107287.0
301185,鸥玛软件,19.31,2.39,40.95,2.79,2962493856.0
300745,欣锐科技,22.77,2.38,-28.96,1.7,3816579683.0
000505,京粮控股,6.48,2.37,131.21,1.5,4710637626.0
603381,永臻股份,23.87,2.36,54.84,1.56,5663308502.0
920857,泓禧科技,26.76,2.33,314.32,5.16,1980431388.0
002572,索菲亚,12.8,2.32,19.3,1.8,12327003699.0
920019,铜冠矿建,21.67,2.31,50.96,4.96,4556479389.0
300018,中元股份,10.66,2.3,44.29,3.89,5173676814.0
601918,新集能源,6.66,2.3,9.37,1.05,17253008388.0
600861,北京人力,19.14,2.3,6.66,1.56,10835397423.0
603778,国晟科技,3.58,2.29,-12.2,3.02,2350778790.0
001317,三羊马,48.77,2.29,-153.72,4.07,3996659411.0
300606,金太阳,25.02,2.29,117.65,5.18,3461462607.0
000061,农 产 品,8.49,2.29,44.23,2.02,16852320571.0
002966,苏州银行,8.57,2.27,6.11,0.77,38313573434.0
600655,豫园股份,5.85,2.27,181.26,0.65,22770880897.0
600985,淮北矿业,13.15,2.26,17.17,0.86,35416352023.0
301010,晶雪节能,19.07,2.25,112.2,2.49,2059560000.0
002282,博深股份,7.27,2.25,19.67,1.08,3830114790.0
603813,*ST原尚,24.59,2.25,-47.29,4.62,2582318850.0
601636,旗滨集团,7.28,2.25,10.97,1.43,19536449223.0
603101,汇嘉时代,10.9,2.25,38.24,3.65,5127360000.0
301602,超研股份,25.14,2.24,78.66,8.41,10768207099.0
002379,宏创控股,17.77,2.24,-85.54,10.96,20193361591.0
600519,贵州茅台,1451.02,2.24,20.01,7.61,1817069127369.0
301058,中粮科工,11.42,2.24,34.69,2.72,5850171878.0
000019,深粮控股,6.88,2.23,22.52,1.61,7929442548.0
603959,百利科技,6.87,2.23,-32.33,38.5,3368354075.0
600708,光明地产,3.66,2.23,-10.25,0.86,8156810479.0
600536,中国软件,55.55,2.23,-348.01,14.59,51871844741.0
000656,*ST金科,1.38,2.22,-0.98,-0.69,14675032652.0
002958,青农商行,3.23,2.22,4.2,0.5,17944654993.0
000407,胜利股份,3.69,2.22,18.36,1.08,3247512381.0
600779,水井坊,42.98,2.21,99.39,4.35,20952887450.0
002828,贝肯能源,10.66,2.21,77.51,3.1,2142527816.0
300035,中科电气,22.68,2.21,28.55,3.26,15545476898.0
603806,福斯特,15.75,2.21,41.44,2.61,41087641203.0
002207,准油股份,8.37,2.2,-57.94,45.35,2193403514.0
002529,*ST海源,7.43,2.2,-14.69,8.55,1931800000.0
002083,孚日股份,5.11,2.2,9.84,1.07,4837325351.0
688786,悦安新材,32.62,2.19,61.74,6.51,4690756098.0
002847,盐津铺子,70.0,2.19,25.62,8.77,19094577530.0
601939,建设银行,8.89,2.18,7.17,0.69,2325627391171.0
000962,东方钽业,28.22,2.17,49.22,5.26,14247269643.0
603198,迎驾贡酒,40.56,2.17,14.36,3.32,32448000000.0
