代码,名称,最新价,涨跌幅,市盈率-动态,市净率,总市值
600506,统一股份,19.6,0.26,56.1,8.11,3763571106.0
920108,宏海科技,15.68,0.26,48.64,5.3,2700096000.0
000972,*ST中基,3.84,0.26,-19.82,-29.02,2961728943.0
002880,卫光生物,27.02,0.26,28.46,2.7,6128136000.0
002932,明德生物,19.01,0.26,176.85,0.79,4420223393.0
688399,硕世生物,68.3,0.26,717.38,1.93,5728438544.0
002027,分众传媒,7.71,0.26,20.89,6.81,111349359887.0
000790,华神科技,3.79,0.26,-21.55,2.42,2363896390.0
300506,*ST名家,3.81,0.26,-16.38,170.32,2650222928.0
601878,浙商证券,11.57,0.26,23.03,1.47,52918827113.0
001216,华瓷股份,15.7,0.26,16.5,2.27,3954307190.0
601117,中国化学,7.66,0.26,7.54,0.71,46778680593.0
003027,同兴科技,19.7,0.25,24.53,1.52,2575247040.0
300316,晶盛机电,43.44,0.25,44.51,3.32,56886148142.0
300290,荣科科技,24.06,0.25,-282.64,19.7,15391965610.0
920717,瑞星股份,11.89,0.25,214.08,2.42,1363545200.0
301005,超捷股份,49.78,0.24,153.82,8.77,6683823755.0
600212,绿能慧充,8.44,0.24,4491.42,11.51,5944015278.0
002972,科安达,12.54,0.24,29.84,2.58,3084950352.0
601065,江盐集团,8.4,0.24,18.28,1.23,5399319064.0
600645,中源协和,24.7,0.24,100.04,3.17,11558337583.0
603023,威帝股份,4.13,0.24,2087.56,2.99,2305024891.0
920110,雷特科技,37.89,0.24,36.4,4.28,1477710000.0
603578,三星新材,12.56,0.24,-37.47,2.3,2265284322.0
605011,杭州热电,21.71,0.23,39.38,3.65,8686171000.0
000526,学大教育,43.36,0.23,11.5,5.45,5283897686.0
688075,安旭生物,38.41,0.23,41.15,0.95,4881250540.0
000055,方大集团,4.3,0.23,133.54,0.76,4617659176.0
601113,华鼎股份,4.42,0.23,15.97,1.24,4880352839.0
601500,通用股份,4.44,0.23,54.88,1.16,7056561863.0
603262,技源集团,30.17,0.23,61.76,7.96,12068301700.0
301157,华塑科技,48.05,0.23,121.72,2.65,2883000000.0
000848,承德露露,8.66,0.23,17.64,2.69,9115118281.0
603358,华达科技,41.8,0.22,49.36,5.4,19635260577.0
600865,百大集团,9.22,0.22,29.98,1.49,3468935714.0
300387,富邦科技,9.25,0.22,21.84,1.82,2673777417.0
002395,双象股份,18.3,0.22,18.26,3.28,4908224700.0
300988,津荣天宇,22.83,0.22,26.42,2.58,3202988660.0
000850,华茂股份,4.57,0.22,22.34,0.96,4312549091.0
000750,国海证券,4.57,0.22,39.46,1.31,29184817360.0
600009,上海机场,31.59,0.22,37.64,1.87,78611125531.0
002462,嘉事堂,13.6,0.22,18.49,0.9,3967216832.0
600689,上海三毛,13.6,0.22,120.52,5.82,2733482265.0
920275,驱动力,9.24,0.22,456.5,6.39,1472649024.0
001287,中电港,22.9,0.22,48.1,3.28,17401712221.0
002135,东南网架,4.62,0.22,61.13,0.82,5153692758.0
301060,兰卫医学,9.1,0.22,-315.11,2.32,3644704700.0
600327,大东方,4.72,0.21,35.37,1.23,4176159325.0
000539,粤电力Ａ,4.74,0.21,383.17,1.09,24886346094.0
300300,海峡创新,4.85,0.21,301.27,19.75,3234208251.0
000595,*ST宝实,4.75,0.21,40.77,14.13,5408617739.0
600118,中国卫星,37.88,0.21,-734.51,7.11,44792688434.0
002864,盘龙药业,29.45,0.2,26.02,1.88,3129974272.0
603898,好莱客,10.03,0.2,63.41,1.03,3122790972.0
600965,福成股份,4.92,0.2,56.6,1.87,4028008699.0
603721,*ST天择,20.28,0.2,-100.09,5.77,2636400000.0
600109,国金证券,10.2,0.2,17.05,1.1,37868107002.0
002671,龙泉股份,5.02,0.2,37.87,1.67,2829745617.0
000998,隆平高科,9.9,0.2,-44.39,2.36,14547535804.0
300703,创源股份,30.06,0.2,54.45,5.99,5422578710.0
601216,君正集团,5.25,0.19,11.54,1.58,44299591298.0
301115,联检科技,16.15,0.19,60.03,1.15,2990323341.0
603151,邦基科技,25.94,0.19,34.37,3.3,4430588757.0
301116,益客食品,10.77,0.19,-13.34,3.08,4835510217.0
600027,华电国际,5.24,0.19,7.79,1.27,60845696724.0
002816,*ST和科,22.09,0.18,-422.1,9.95,2209000000.0
000429,粤高速Ａ,11.36,0.18,11.23,2.26,23751557591.0
000425,徐工机械,11.39,0.18,15.36,2.22,133866356570.0
600802,福建水泥,5.72,0.18,63.41,2.16,2621180848.0
603331,百达精工,11.09,0.18,25.35,1.71,2242127803.0
300318,博晖创新,5.53,0.18,-120.86,3.32,4517459737.0
300601,康泰生物,16.46,0.18,244.91,2.02,18384653167.0
002697,红旗连锁,5.65,0.18,13.68,1.68,7684000000.0
001378,德冠新材,22.43,0.18,40.19,1.6,2990672648.0
002706,良信股份,11.25,0.18,25.63,3.16,12635156475.0
600858,银座股份,5.56,0.18,13.88,1.06,2891570235.0
301059,金三江,11.1,0.18,41.61,4.39,2565809400.0
000868,安凯客车,5.58,0.18,142.49,5.97,5242492221.0
688009,中国通号,5.47,0.18,17.87,1.28,57926309930.0
601668,中国建筑,5.58,0.18,3.79,0.49,230567778678.0
688693,锴威特,40.51,0.17,-44.92,3.46,2984947388.0
603345,安井食品,70.05,0.17,17.27,1.75,23346889687.0
600406,国电南瑞,23.53,0.17,32.01,3.88,188995036734.0
300865,大宏立,30.27,0.17,160.56,3.33,2896233600.0
002870,香山股份,35.05,0.17,43.69,2.79,4629251042.0
603116,红蜻蜓,5.75,0.17,-72.11,1.25,3313154600.0
300039,上海凯宝,6.04,0.17,25.9,1.48,6317840000.0
000930,中粮科技,6.04,0.17,52.28,1.05,11212912072.0
601222,林洋能源,6.11,0.16,19.43,0.81,12587633543.0
603128,华贸物流,6.11,0.16,17.56,1.34,7998274078.0
300065,海兰信,19.3,0.16,203.64,7.96,13905543908.0
920475,三友科技,19.13,0.16,-156.83,5.46,1933277800.0
300819,聚杰微纤,25.17,0.16,45.52,4.38,3755489850.0
920022,世昌股份,31.15,0.16,30.99,4.51,1805640900.0
600137,浪莎股份,18.52,0.16,85.43,3.37,1800469730.0
002022,科华生物,6.36,0.16,-12.26,1.02,3271254832.0
000788,北大医药,6.13,0.16,18.21,2.31,3653402915.0
600620,天宸股份,6.16,0.16,111.61,2.92,4229931016.0
601038,一拖股份,12.79,0.16,9.34,1.87,14371423067.0
600127,金健米业,6.86,0.15,188.73,6.48,4402632875.0
601728,中国电信,6.84,0.15,13.6,1.34,625908828701.0
300864,南大环境,20.17,0.15,19.08,2.48,3182036123.0
688551,科威尔,41.1,0.15,55.72,2.68,3455306140.0
920208,青矩技术,26.78,0.15,27.27,3.75,3583285956.0
603718,海利生物,6.89,0.15,123.87,2.86,4517512558.0
601949,中国出版,6.69,0.15,47.93,1.34,12737546281.0
600729,重庆百货,27.19,0.15,7.74,1.57,11976530939.0
920768,拾比佰,12.98,0.15,24.64,2.11,1440390600.0
000915,华特达因,32.31,0.15,11.22,2.84,7571250280.0
605266,健之佳,20.55,0.15,21.94,1.22,3175857170.0
002381,双箭股份,6.73,0.15,31.53,1.31,2769917504.0
603038,华立股份,19.94,0.15,147.88,3.93,5357421494.0
301019,宁波色母,19.62,0.15,31.69,3.13,3296159902.0
300255,常山药业,48.53,0.14,-766.65,29.1,44602024409.0
603210,泰鸿万立,21.46,0.14,38.72,4.11,7304984000.0
000990,诚志股份,7.41,0.14,235.42,0.51,9004910134.0
603639,海利尔,14.58,0.14,12.3,1.37,4955426139.0
000521,长虹美菱,7.13,0.14,8.8,1.19,7343356088.0
002480,新筑股份,6.93,0.14,-39.36,5.61,5330338883.0
300964,本川智能,41.95,0.14,75.55,3.2,3242663014.0
300107,建新股份,7.16,0.14,374.65,2.68,4028985471.0
301380,挖金客,35.99,0.14,59.11,4.99,3649113664.0
301517,陕西华达,43.08,0.14,-234.58,4.86,6515306330.0
600422,昆药集团,14.03,0.14,26.77,2.03,10620369871.0
300605,恒锋信息,14.93,0.13,499.23,5.24,2457229729.0
603387,基蛋生物,7.96,0.13,18.55,1.5,4036941995.0
600535,天士力,15.97,0.13,15.4,1.98,23858381580.0
600720,中交设计,7.69,0.13,15.77,1.17,17645439895.0
002166,莱茵生物,7.77,0.13,75.6,1.89,5762305232.0
002716,湖南白银,7.63,0.13,173.16,6.41,21540166369.0
002633,申科股份,15.95,0.13,363.53,5.66,2392500000.0
605006,山东玻纤,7.71,0.13,269.86,1.86,4710561815.0
920608,丰安股份,23.03,0.13,36.85,2.96,1433387200.0
600088,中视传媒,16.27,0.12,161.92,5.0,6470683128.0
002830,名雕股份,16.71,0.12,145.01,3.45,2228111400.0
605008,长鸿高科,16.84,0.12,3244.12,5.43,10878007052.0
002201,九鼎新材,8.15,0.12,59.95,4.69,5310835364.0
300962,中金辐照,17.25,0.12,34.6,4.67,4554032723.0
300246,宝莱特,8.37,0.12,843.06,1.9,2214504460.0
603908,牧高笛,24.48,0.12,24.21,4.17,2285599680.0
603111,康尼机电,8.11,0.12,22.57,1.81,6991068750.0
920504,博迅生物,26.78,0.11,159.56,5.95,1160460418.0
002758,浙农股份,9.06,0.11,18.21,1.0,4723877649.0
603569,长久物流,8.75,0.11,259.65,1.78,5280688446.0
603172,万丰股份,18.04,0.11,47.85,2.24,2406175200.0
920419,路斯股份,18.35,0.11,31.12,3.31,1895672440.0
688231,XD隆达股,20.04,0.1,46.63,1.79,4947017146.0
300711,广哈通信,20.92,0.1,106.66,7.15,5212649078.0
600148,长春一东,19.82,0.1,449.71,5.96,2804856039.0
600373,中文传媒,10.52,0.1,24.75,0.82,14386153852.0
688565,力源科技,10.19,0.1,272.75,3.11,1525748700.0
001260,坤泰股份,19.76,0.1,51.61,2.8,2272400000.0
600661,昂立教育,10.01,0.1,496.55,49.47,2868353788.0
300654,世纪天鸿,9.73,0.1,646.39,4.29,3562394810.0
300529,健帆生物,21.74,0.09,22.27,5.78,17361678679.0
600054,黄山旅游,11.31,0.09,32.59,1.77,8249281466.0
300142,沃森生物,11.39,0.09,211.03,1.92,18216579882.0
301003,江苏博云,35.0,0.09,30.41,3.13,3399666305.0
603036,如通股份,22.17,0.09,39.58,3.41,4567153574.0
301198,喜悦智行,11.29,0.09,-141.15,2.09,1908010000.0
301658,首航新能,33.25,0.09,75.15,4.39,13711340239.0
600455,博通股份,25.84,0.08,60.52,5.12,1613914720.0
603199,九华旅游,35.34,0.08,13.8,2.47,3911431200.0
920575,康乐卫士,12.37,0.08,-11.8,8.57,3475227800.0
603787,新日股份,12.09,0.08,22.88,1.81,2782438421.0
301072,中捷精工,23.7,0.08,-64.32,3.29,2489589845.0
002858,力盛体育,14.65,0.07,78.36,4.46,2401425627.0
001358,兴欣新材,30.74,0.07,56.28,2.68,3787168000.0
001387,雪祺电气,13.39,0.07,35.02,1.99,2450884176.0
920578,巨能股份,27.36,0.07,287.24,7.76,2092468094.0
601966,玲珑轮胎,15.29,0.07,13.09,0.97,22376956023.0
920046,亿能电力,14.29,0.07,75.58,5.86,1445433500.0
688063,派能科技,67.82,0.07,598.07,1.83,16640264267.0
920056,能之光,26.8,0.07,37.07,4.41,2189337560.0
688606,奥泰生物,67.2,0.07,20.18,1.36,5327673456.0
001201,东瑞股份,15.75,0.06,611.32,1.2,4060098016.0
001289,龙源电力,18.14,0.06,22.47,2.03,151647065215.0
603043,广州酒家,15.79,0.06,114.84,2.5,8980891011.0
920663,明阳科技,20.5,0.05,42.94,7.3,2737826455.0
301139,元道通信,21.13,0.05,80.37,1.32,2569002304.0
688091,上海谊众,56.65,0.05,154.06,8.09,11709761206.0
300482,万孚生物,21.47,0.05,26.56,1.85,10049780613.0
920273,一致魔芋,37.74,0.05,47.58,6.21,3894330480.0
688656,浩欧博,150.06,0.04,391.39,11.7,9525769784.0
688739,成大生物,27.13,0.04,46.19,1.21,11298288500.0
688501,青达环保,28.5,0.04,16.34,3.37,3540441000.0
688393,安必平,26.46,0.04,-99.04,2.01,2475801316.0
603860,中公高科,30.45,0.03,-3063.49,2.56,2030406000.0
300820,英杰电气,58.02,0.03,53.8,5.27,12858333684.0
600456,宝钛股份,32.97,0.03,38.33,2.26,15752325461.0
603605,珀莱雅,79.0,0.03,19.59,5.84,31284418068.0
300973,立高食品,43.91,0.02,21.77,3.13,7435741838.0
002402,和而泰,47.85,0.02,62.56,8.82,44251980737.0
688592,司南导航,45.34,0.02,-669.77,3.84,3648084239.0
600824,益民集团,4.25,0.0,92.14,1.87,4479615060.0
300334,津膜科技,7.04,0.0,4941.71,3.68,2126540106.0
600853,龙建股份,4.14,0.0,30.01,1.28,4198091428.0
600278,东方创业,7.43,0.0,27.99,0.86,6517177966.0
600807,济高发展,3.08,0.0,-29.19,40.54,2724674971.0
920274,宏裕包材,32.9,0.0,109.57,5.52,2675866689.0
920099,瑞华技术,30.65,0.0,48.79,2.86,2402959939.0
600808,马钢股份,4.06,0.0,-209.04,1.31,31264765615.0
920266,生物谷,10.06,0.0,-22.0,1.39,1247440070.0
600303,曙光股份,3.9,0.0,-9.18,2.22,2666056423.0
002717,ST岭南,1.52,0.0,-10.78,2.95,2766755008.0
001896,豫能控股,5.91,0.0,43.69,2.78,9017367660.0
600838,上海九百,8.36,0.0,70.44,2.19,3351373361.0
600325,华发股份,5.27,0.0,42.18,0.75,14503841651.0
603883,老百姓,16.41,0.0,15.68,1.87,12473169009.0
001391,国货航,6.55,0.0,32.24,3.14,79968172024.0
002302,西部建设,7.0,0.0,-45.89,1.02,8836480128.0
603878,武进不锈,11.46,0.0,42.58,2.47,6429884409.0
600830,香溢融通,9.72,0.0,45.55,2.0,4416017101.0
002360,同德化工,5.11,0.0,92.55,1.02,2053066407.0
600236,桂冠电力,7.12,0.0,23.63,3.2,56122529950.0
000639,西王食品,3.09,0.0,-89.81,1.15,3335432814.0
688575,亚辉龙,14.52,0.0,157.65,3.1,8282597136.0
920145,恒合股份,26.32,0.0,-167.21,7.11,1856876000.0
001296,长江材料,22.96,0.0,23.4,1.98,3434611335.0
600029,南方航空,5.99,0.0,-35.4,3.27,108544300671.0
600159,大龙地产,2.94,0.0,-113.43,1.42,2440209502.0
600936,广西广电,3.57,0.0,-8.71,19.29,5965563673.0
002330,得利斯,4.72,0.0,145.52,1.31,2998688169.0
688119,中钢洛耐,4.51,0.0,77.76,1.7,5073750000.0
600170,上海建工,2.96,0.0,18.52,0.84,26302381642.0
688273,麦澜德,40.0,0.0,31.29,2.99,4000000000.0
002652,扬子新材,3.72,0.0,-80.36,7.48,1904878080.0
600340,华夏幸福,2.13,0.0,-0.61,-4.58,8336224328.0
000652,泰达股份,4.2,0.0,47.36,1.08,6197410178.0
002663,普邦股份,2.08,0.0,-53.33,1.51,3584565716.0
600219,南山铝业,4.11,0.0,9.09,0.92,47732187185.0
002314,南山控股,2.84,0.0,42.01,0.86,7690102337.0
001366,播恩集团,12.5,0.0,-68.59,2.52,2008500000.0
002309,中利集团,2.94,0.0,-62.08,4.88,8842536232.0
600227,赤天化,2.39,0.0,-41.23,1.61,4036059167.0
600228,*ST返利,5.63,0.0,-35.27,5.53,2347779683.0
301049,超越科技,21.51,0.0,-17.2,3.24,2027389214.0
002589,瑞康医药,2.86,0.0,118.45,0.8,4303471947.0
600338,西藏珠峰,13.64,0.0,20.73,3.01,12469826692.0
000785,居然智家,2.89,0.0,27.4,0.88,17996171072.0
688523,航天环宇,23.59,0.0,138.29,5.76,9598299200.0
605199,ST葫芦娃,8.76,0.0,727.23,4.99,3504952668.0
002474,榕基软件,7.34,0.0,-86.53,3.33,4566948000.0
920471,美邦科技,14.6,0.0,-101.75,2.31,1214720000.0
600727,鲁北化工,7.5,0.0,25.35,1.22,3964373513.0
600526,菲达环保,5.36,0.0,18.79,1.09,4763447222.0
300885,海昌新材,22.9,0.0,92.42,6.55,5682676220.0
002116,中国海诚,10.26,0.0,15.7,1.87,4781737207.0
301279,金道科技,22.52,0.0,45.61,2.21,2921721672.0
002790,瑞尔特,7.48,0.0,30.25,1.49,3125684804.0
300391,*ST长药,3.82,0.0,-5.75,-2.44,1338283948.0
300453,三鑫医疗,9.08,0.0,20.6,3.67,4743369527.0
300402,宝色股份,18.66,0.0,72.07,3.12,4605110674.0
000767,晋控电力,2.9,0.0,31.15,1.46,8923132435.0
600675,中华企业,2.94,0.0,17.06,1.2,17775637873.0
600579,中化装备,8.53,0.0,-114.56,2.54,4210414474.0
002132,恒星科技,3.96,0.0,129.82,1.6,5550117004.0
002133,广宇集团,3.55,0.0,15.16,0.93,2748211821.0
002187,广百股份,6.35,0.0,-144.94,1.1,4450680920.0
002154,报 喜 鸟,4.04,0.0,14.95,1.31,5895708265.0
000797,中国武夷,2.73,0.0,-23.06,0.84,4288159012.0
300422,博世科,5.17,0.0,-29.24,2.18,2760161611.0
000789,万年青,5.97,0.0,58.38,0.73,4760522268.0
002482,广田集团,1.8,0.0,-47.47,13.39,6751732253.0
000856,冀东装备,10.82,0.0,110.97,5.81,2456140000.0
002024,ST易购,1.72,0.0,163.63,1.28,15935400303.0
002223,鱼跃医疗,37.75,0.0,15.73,2.89,37843504070.0
600795,国电电力,5.16,0.0,12.48,1.59,92031794463.0
600657,信达地产,3.93,0.0,-1.52,0.56,11207882878.0
600371,万向德农,9.45,0.0,55.63,4.98,2764862100.0
000897,津滨发展,2.29,0.0,856.67,1.21,3703553416.0
605339,南侨食品,17.59,0.0,103.77,2.19,7463271935.0
002285,世联行,2.34,0.0,-190.65,1.65,4663219949.0
600423,柳化股份,3.72,0.0,431.5,5.35,2971145497.0
600425,青松建化,4.79,0.0,35.0,1.21,7686530757.0
605299,舒华体育,9.18,0.0,93.08,3.1,3756699481.0
600771,广誉远,18.99,0.0,60.47,5.65,9295436768.0
000720,新能泰山,3.32,0.0,392.21,1.76,4171684816.0
600759,洲际油气,2.32,0.0,96.72,1.11,9625701530.0
301370,国科恒泰,10.71,0.0,48.37,2.02,5040126000.0
300497,富祥药业,9.75,0.0,-379.95,2.41,5251827107.0
002524,光正眼科,4.27,0.0,780.12,19.04,2213854406.0
002081,金 螳 螂,3.57,0.0,13.24,0.69,9479505570.0
300931,通用电梯,9.82,0.0,-65.9,3.83,2358233720.0
000863,三湘印象,3.59,0.0,358.17,0.94,4238711420.0
002247,聚力文化,2.8,0.0,50.36,3.68,2382436137.0
605268,王力安防,10.0,0.0,32.88,2.6,4463025000.0
002086,东方海洋,2.6,0.0,-35.86,3.74,5093260900.0
603889,新澳股份,8.02,0.0,10.82,1.67,5856985493.0
002344,海宁皮城,4.42,0.0,61.21,0.67,5669166963.0
600968,海油发展,3.96,0.0,11.0,1.46,40253812628.0
003018,金富科技,11.68,0.0,30.61,1.96,3036800000.0
000155,川能动力,10.55,0.0,31.82,1.9,19477076008.0
603122,合富中国,6.36,0.0,-172.5,2.28,2531614746.0
688381,帝奥微,28.11,0.0,-826.42,2.66,6957225000.0
603105,芯能科技,9.39,0.0,22.28,2.29,4695067805.0
300295,三六五网,12.2,0.0,-140.6,2.06,2313287311.0
000488,ST晨鸣,2.05,0.0,-0.78,1.13,6029985210.0
000514,渝 开 发,5.44,0.0,11.87,1.2,4590114050.0
300172,中电环保,5.47,0.0,34.31,1.94,3701603700.0
603466,风语筑,9.3,0.0,163.15,2.67,5531508414.0
603488,展鹏科技,7.94,0.0,-31.99,2.45,2318404094.0
000623,吉林敖东,20.53,0.0,9.58,0.83,24551732295.0
601992,金隅集团,1.82,0.0,-6.5,0.48,19433543464.0
601901,方正证券,8.07,0.0,13.93,1.33,66433058258.0
300194,福安药业,4.36,0.0,22.93,1.18,5187145986.0
601866,中远海发,2.63,0.0,17.88,1.13,34709834807.0
601669,中国电建,5.86,0.0,9.3,0.7,100945293697.0
600998,九州通,4.91,0.0,8.56,0.95,24758528849.0
601002,晋亿实业,5.29,0.0,21.52,1.2,5048991409.0
601339,百隆东方,5.63,0.0,10.82,0.9,8442573470.0
601333,广深铁路,3.31,0.0,10.57,0.84,23446507470.0
601238,广汽集团,7.53,0.0,-15.13,0.69,76783906227.0
920706,铁拓机械,21.3,0.0,26.94,3.41,1968231719.0
601186,中国铁建,8.08,0.0,5.13,0.41,109722695320.0
601179,中国西电,7.09,0.0,30.38,1.61,36342505876.0
000593,德龙汇能,7.0,0.0,50.8,2.87,2510417063.0
603676,卫信康,11.63,0.0,13.84,3.4,5060928245.0
601111,中国国航,7.73,0.0,-37.35,3.16,134876294330.0
601106,中国一重,3.1,0.0,-100.62,4.01,21259127074.0
920685,新芝生物,15.35,0.0,59.2,2.63,1404769694.0
300110,华仁药业,3.22,0.0,50.98,2.84,3806725802.0
920856,浩淼科技,18.5,0.0,57.72,3.76,1759842618.0
000631,顺发恒能,3.18,0.0,75.6,1.31,7616987487.0
600979,广安爱众,4.86,0.0,39.46,1.34,6131652991.0
000059,华锦股份,5.13,0.0,-4.15,0.78,8205140215.0
300096,ST易联众,7.79,0.0,45.05,9.57,3349700000.0
300311,ST任子行,4.64,0.0,-22.55,5.23,3125643896.0
000008,神州高铁,2.9,0.0,-41.47,2.69,7877495281.0
603330,天洋新材,7.56,0.0,-154.84,2.14,3271012786.0
000078,海王生物,2.48,0.0,102.98,3.57,6525185677.0
002906,华阳集团,31.61,-0.03,24.3,2.53,16592627666.0
688625,呈和科技,38.25,-0.03,24.46,5.05,7203276376.0
300971,博亚精工,24.3,-0.04,32.24,2.78,2857680000.0
300923,研奥股份,25.4,-0.04,51.46,1.77,1996440000.0
001367,海森药业,24.13,-0.04,30.15,2.62,3665984997.0
000766,通化金马,24.99,-0.04,718.66,10.63,24152702728.0
000049,德赛电池,27.42,-0.04,54.06,1.61,10546788602.0
688350,富淼科技,22.0,-0.05,65.5,1.98,2687308118.0
605179,一鸣食品,20.59,-0.05,128.14,7.42,8256590000.0
603180,金牌家居,19.95,-0.05,24.17,1.11,3077428906.0
600161,天坛生物,19.18,-0.05,29.98,3.28,37925984334.0
603272,联翔股份,18.82,-0.05,1046.58,3.44,1950260140.0
920527,夜光明,18.75,-0.05,76.95,2.94,1125800625.0
301305,朗坤科技,19.98,-0.05,16.42,1.31,4819739516.0
603922,金鸿顺,21.91,-0.05,242.08,3.8,3926272000.0
603788,宁波高发,17.26,-0.06,18.53,1.91,3850103074.0
300989,蕾奥规划,16.88,-0.06,212.19,3.6,3560996934.0
920519,万德股份,13.35,-0.07,115.64,2.36,1191595688.0
688515,裕太微-U,117.8,-0.07,-45.22,6.21,9424000000.0
002749,国光股份,15.11,-0.07,15.28,3.42,7046677691.0
688691,灿芯股份,143.9,-0.07,-141.81,13.41,17268000000.0
301166,优宁维,30.47,-0.07,-98.68,1.3,2640733374.0
603877,太平鸟,14.2,-0.07,43.04,1.55,6689271362.0
603309,维力医疗,13.33,-0.07,16.12,2.1,3903930680.0
002159,三特索道,14.62,-0.07,19.19,1.86,2592145372.0
300294,博雅生物,24.76,-0.08,27.7,1.65,12485198753.0
603696,安记食品,11.99,-0.08,102.24,4.94,2820048000.0
002695,煌上煌,12.34,-0.08,44.88,2.49,6903821558.0
301408,华人健康,12.6,-0.08,24.29,2.47,5040126000.0
920924,广脉科技,24.06,-0.08,91.23,8.21,2581553790.0
603041,美思德,12.42,-0.08,35.03,1.53,2274694335.0
600958,东方证券,11.38,-0.09,13.96,1.21,96691823423.0
002003,伟星股份,10.52,-0.09,16.64,2.8,12296719150.0
300106,西部牧业,11.24,-0.09,-27.24,6.27,2375375164.0
002186,全 聚 德,11.23,-0.09,139.17,4.05,3446729433.0
301126,达嘉维康,11.18,-0.09,1285.02,1.31,2296407776.0
603311,金海高科,11.21,-0.09,21.49,1.94,2644258597.0
300463,迈克生物,11.42,-0.09,101.42,1.09,6905292846.0
603139,康惠股份,21.51,-0.09,-26.72,2.63,2148418800.0
300999,金龙鱼,31.16,-0.1,48.11,1.78,168936792262.0
603162,海通发展,9.67,-0.1,51.54,2.15,8954812873.0
002332,仙琚制药,9.68,-0.1,15.53,1.62,9575503103.0
600444,国机通用,19.34,-0.1,44.16,3.91,2831800165.0
002111,威海广泰,9.97,-0.1,31.83,1.74,5304122502.0
002253,*ST智胜,10.23,-0.1,-35.1,2.11,2308154952.0
600590,泰豪科技,9.79,-0.1,39.67,2.57,8349594853.0
605069,正和生态,10.21,-0.1,44.77,2.41,2161434313.0
920245,威博液压,29.81,-0.1,69.87,4.33,1481407950.0
688226,威腾电气,50.01,-0.1,284.61,5.62,9384252475.0
300896,爱美客,175.49,-0.1,33.63,7.49,53101880785.0
600133,东湖高新,10.07,-0.1,109.16,1.23,10737035541.0
603022,新通联,10.0,-0.1,46.15,2.48,2000000000.0
600976,健民集团,39.73,-0.1,13.81,2.42,6094526378.0
600894,广日股份,10.06,-0.1,19.22,1.01,8567884322.0
688726,拉普拉斯,45.87,-0.11,23.41,4.88,18592312289.0
002098,浔兴股份,8.86,-0.11,12.71,2.25,3171880000.0
600721,百花医药,8.92,-0.11,67.3,4.36,3430164904.0
601800,中国交建,8.89,-0.11,7.56,0.5,144716855568.0
920363,莱赛激光,18.95,-0.11,760.24,5.19,1808777500.0
301239,普瑞眼科,36.32,-0.11,185.25,2.56,5434163823.0
600834,申通地铁,8.85,-0.11,77.16,2.46,4224829859.0
002984,森麒麟,19.01,-0.11,14.65,1.46,19692192423.0
000403,派林生物,16.17,-0.12,32.59,1.94,15367925732.0
600319,亚星化学,8.19,-0.12,-16.45,7.05,3175339855.0
300564,筑博设计,16.33,-0.12,-61.56,2.19,2634277216.0
300762,上海瀚讯,24.66,-0.12,-270.35,6.58,15485635938.0
002608,江苏国信,8.3,-0.12,7.72,0.93,31358061543.0
000048,京基智农,16.85,-0.12,19.76,2.15,8935255913.0
600814,杭州解百,7.44,-0.13,18.21,1.48,5468984769.0
002026,山东威达,15.79,-0.13,22.03,1.88,6955999317.0
601995,中金公司,37.7,-0.13,21.01,1.9,181987583924.0
603658,安图生物,38.35,-0.13,19.19,2.59,21914139853.0
603609,禾丰股份,7.99,-0.13,15.64,1.11,7290803362.0
600048,保利发展,7.88,-0.13,17.4,0.49,94327094134.0
600061,国投资本,7.86,-0.13,14.78,0.96,50256708007.0
002736,国信证券,14.23,-0.14,13.58,1.55,145740003744.0
002235,安妮股份,7.32,-0.14,1080.86,5.64,4242469119.0
920950,迅安科技,20.73,-0.14,30.35,5.04,1519923600.0
603170,宝立食品,14.34,-0.14,24.58,4.12,5736143400.0
002753,永东股份,7.05,-0.14,33.06,1.15,2648674340.0
600216,浙江医药,14.41,-0.14,10.29,1.24,13857199978.0
300001,特锐德,27.1,-0.15,43.74,3.77,28605072022.0
300417,南华仪器,12.96,-0.15,-760.64,3.81,1743939072.0
920267,鑫汇科,27.16,-0.15,100.48,5.11,1357536678.0
002063,远光软件,6.47,-0.15,81.7,3.29,12325971120.0
605186,健麾信息,19.55,-0.15,264.54,2.47,2658800000.0
300615,欣天科技,13.42,-0.15,114.69,4.9,2593135864.0
300693,盛弘股份,39.2,-0.15,38.79,6.64,12261596262.0
601900,南方传媒,12.91,-0.15,12.62,1.38,11386233914.0
603529,爱玛科技,33.49,-0.15,12.0,3.05,29104416046.0
601999,出版传媒,6.86,-0.15,43.52,1.44,3779274842.0
300856,科思股份,13.15,-0.15,47.9,2.35,6255285707.0
002105,信隆健康,6.63,-0.15,-77.48,2.85,2440237800.0
300076,GQY视讯,6.21,-0.16,-57.93,2.9,2633040000.0
300977,深圳瑞捷,18.4,-0.16,73.66,2.03,2800971777.0
000541,佛山照明,6.32,-0.16,42.2,1.44,9706118414.0
301333,诺思格,51.13,-0.16,40.4,2.62,4938199619.0
300305,裕兴股份,6.17,-0.16,-9.34,1.11,2316219802.0
600289,ST信通,6.29,-0.16,-20.86,3.42,3969317514.0
603879,永悦科技,6.09,-0.16,-177.21,8.45,2188407640.0
600668,尖峰集团,11.88,-0.17,3.97,0.86,4905259057.0
